03/17-07:47:51.610000  [**] [1:1418:11] SNMP request tcp [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.204.45:49671 -> 192.168.21.253:161
03/17-08:11:27.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.131
03/17-08:11:27.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.131
03/17-08:11:27.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.133
03/17-08:11:27.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.133
03/17-08:11:27.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.134
03/17-08:11:27.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.134
03/17-08:11:27.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.135
03/17-08:11:27.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.135
03/17-08:11:27.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.42
03/17-08:11:27.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.42
03/17-08:11:27.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.43
03/17-08:11:27.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.43
03/17-08:11:27.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.44
03/17-08:11:27.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.44
03/17-08:11:27.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.45
03/17-08:11:27.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.45
03/17-08:11:27.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.46
03/17-08:11:27.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.46
03/17-08:11:27.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.47
03/17-08:11:27.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.47
03/17-08:11:27.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.48
03/17-08:11:27.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.48
03/17-08:11:27.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.49
03/17-08:11:27.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.49
03/17-08:11:27.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.50
03/17-08:11:27.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.50
03/17-08:11:27.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.51
03/17-08:11:27.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.51
03/17-08:11:28.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.112
03/17-08:11:28.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.112
03/17-08:11:28.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.113
03/17-08:11:28.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.113
03/17-08:11:28.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.114
03/17-08:11:28.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.114
03/17-08:11:28.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.116
03/17-08:11:28.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.116
03/17-08:11:28.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.117
03/17-08:11:28.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.117
03/17-08:11:28.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.118
03/17-08:11:28.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.118
03/17-08:11:28.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.119
03/17-08:11:28.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.119
03/17-08:11:28.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.120
03/17-08:11:28.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.120
03/17-08:11:28.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.121
03/17-08:11:28.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.121
03/17-08:11:28.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.28
03/17-08:11:28.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.28
03/17-08:11:28.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.29
03/17-08:11:28.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.29
03/17-08:11:28.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.30
03/17-08:11:28.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.30
03/17-08:11:28.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.31
03/17-08:11:28.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.31
03/17-08:11:28.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.32
03/17-08:11:28.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.32
03/17-08:11:28.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.33
03/17-08:11:28.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.33
03/17-08:11:28.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.34
03/17-08:11:28.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.34
03/17-08:11:28.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.35
03/17-08:11:28.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.35
03/17-08:11:28.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.36
03/17-08:11:28.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.36
03/17-08:11:28.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.37
03/17-08:11:28.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.37
03/17-08:11:29.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.140
03/17-08:11:29.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.140
03/17-08:11:29.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.141
03/17-08:11:29.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.141
03/17-08:11:29.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.142
03/17-08:11:29.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.142
03/17-08:11:29.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.143
03/17-08:11:29.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.143
03/17-08:11:29.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.144
03/17-08:11:29.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.144
03/17-08:11:29.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.145
03/17-08:11:29.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.145
03/17-08:11:29.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.146
03/17-08:11:29.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.146
03/17-08:11:29.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.147
03/17-08:11:29.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.147
03/17-08:11:29.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.148
03/17-08:11:29.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.148
03/17-08:11:29.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.149
03/17-08:11:29.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.149
03/17-08:11:29.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.56
03/17-08:11:29.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.56
03/17-08:11:29.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.57
03/17-08:11:29.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.57
03/17-08:11:29.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.58
03/17-08:11:29.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.58
03/17-08:11:29.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.59
03/17-08:11:29.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.59
03/17-08:11:29.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.60
03/17-08:11:29.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.60
03/17-08:11:29.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.61
03/17-08:11:29.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.61
03/17-08:11:29.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.62
03/17-08:11:29.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.62
03/17-08:11:29.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.63
03/17-08:11:29.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.63
03/17-08:11:29.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.64
03/17-08:11:29.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.64
03/17-08:11:30.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.126
03/17-08:11:30.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.126
03/17-08:11:30.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.127
03/17-08:11:30.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.127
03/17-08:11:30.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.128
03/17-08:11:30.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.128
03/17-08:11:30.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.129
03/17-08:11:30.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.129
03/17-08:11:30.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.130
03/17-08:11:30.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.130
03/17-08:11:30.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.131
03/17-08:11:30.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.131
03/17-08:11:30.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.132
03/17-08:11:30.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.132
03/17-08:11:30.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.133
03/17-08:11:30.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.133
03/17-08:11:30.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.134
03/17-08:11:30.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.134
03/17-08:11:30.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.135
03/17-08:11:30.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.135
03/17-08:11:30.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.42
03/17-08:11:30.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.42
03/17-08:11:30.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.43
03/17-08:11:30.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.43
03/17-08:11:30.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.44
03/17-08:11:30.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.44
03/17-08:11:30.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.45
03/17-08:11:30.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.45
03/17-08:11:30.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.46
03/17-08:11:30.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.46
03/17-08:11:30.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.47
03/17-08:11:30.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.47
03/17-08:11:30.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.48
03/17-08:11:30.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.48
03/17-08:11:30.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.49
03/17-08:11:30.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.49
03/17-08:11:30.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.50
03/17-08:11:30.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.50
03/17-08:11:30.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.51
03/17-08:11:30.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.51
03/17-08:11:31.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.155
03/17-08:11:31.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.155
03/17-08:11:31.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.156
03/17-08:11:31.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.156
03/17-08:11:31.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.157
03/17-08:11:31.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.157
03/17-08:11:31.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.158
03/17-08:11:31.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.158
03/17-08:11:31.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.159
03/17-08:11:31.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.159
03/17-08:11:31.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.160
03/17-08:11:31.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.160
03/17-08:11:31.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.161
03/17-08:11:31.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.161
03/17-08:11:31.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.162
03/17-08:11:31.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.162
03/17-08:11:31.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.163
03/17-08:11:31.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.163
03/17-08:11:31.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.70
03/17-08:11:31.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.70
03/17-08:11:31.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.71
03/17-08:11:31.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.71
03/17-08:11:31.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.72
03/17-08:11:31.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.72
03/17-08:11:31.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.73
03/17-08:11:31.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.73
03/17-08:11:31.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.74
